1,Jonathan Taylor (IND - RB)  
2,Christian McCaffrey (CAR - RB)  
3,Justin Jefferson (MIN - WR)  
4,Cooper Kupp (LAR - WR)  
5,Austin Ekeler (LAC - RB)  
6,Dalvin Cook (MIN - RB)  
7,Ja'Marr Chase (CIN - WR)  
8,Derrick Henry (TEN - RB)  
9,Stefon Diggs (BUF - WR)  
10,CeeDee Lamb (DAL - WR)  
11,Joe Mixon (CIN - RB)  
12,Davante Adams (LV - WR)  
13,Aaron Jones (GB - RB)  
14,Saquon Barkley (NYG - RB)  
15,Najee Harris (PIT - RB)  
16,D'Andre Swift (DET - RB)  
17,Alvin Kamara (NO - RB)  
18,Leonard Fournette (TB - RB)  
19,Travis Kelce (KC - TE)  
20,Mike Evans (TB - WR)  
21,Michael Pittman  (IND - WR)  
22,Nick Chubb (CLE - RB)  
23,Tyreek Hill (MIA - WR)  
24,Mark Andrews (BAL - TE)  
25,Javonte Williams (DEN - RB)  
26,AJ Brown (PHI - WR)  
27,Tee Higgins (CIN - WR)  
28,DJ Moore (CAR - WR)  
29,Deebo Samuel (SF - WR)  
30,James Conner (ARI - RB)  
31,Ezekiel Elliott (DAL - RB)  
32,Keenan Allen (LAC - WR)  
33,Kyle Pitts (ATL - TE)  
34,Elijah Mitchell (SF - RB)  
35,Josh Allen (BUF - QB)  
36,Travis Etienne  (JAC - RB)  
37,Mike Williams (LAC - WR)  
38,Terry McLaurin (WAS - WR)  
39,Courtland Sutton (DEN - WR)  
40,Allen Robinson II (LAR - WR)  
41,Breece Hall (NYJ - RB)  
42,AJ Dillon (GB - RB)  
43,Dameon Pierce (HOU - RB)  
44,Diontae Johnson (PIT - WR)  
45,Chase Edmonds (MIA - RB)  
46,Amon-Ra St. Brown (DET - WR)  
47,Lamar Jackson (BAL - QB)  
48,Jaylen Waddle (MIA - WR)  
49,George Kittle (SF - TE)  
50,Darren Waller (LV - TE)  
51,DK Metcalf (SEA - WR)  
52,Justin Herbert (LAC - QB)  
53,Brandin Cooks (HOU - WR)  
54,Gabriel Davis (BUF - WR)  
55,David Montgomery (CHI - RB)  
56,J.K. Dobbins (BAL - RB)  
57,Patrick Mahomes II (KC - QB)  
58,JuJu Smith-Schuster (KC - WR)  
59,Rashod Bateman (BAL - WR)  
60,Dalton Schultz (DAL - TE)  
61,Jerry Jeudy (DEN - WR)  
62,Josh Jacobs (LV - RB)  
63,Cam Akers (LAR - RB)  
64,Kyler Murray (ARI - QB)  
65,Jalen Hurts (PHI - QB)  
66,Joe Burrow (CIN - QB)  
67,Elijah Moore (NYJ - WR)  
68,Darnell Mooney (CHI - WR)  
69,Marquise Brown (ARI - WR)  
70,Rashaad Penny (SEA - RB)  
71,Clyde Edwards-Helaire (KC - RB)  
72,Damien Harris (NE - RB)  
73,Devin Singletary (BUF - RB)  
74,Dallas Goedert (PHI - TE)  
75,Antonio Gibson (WAS - RB)  
76,Michael Thomas (NO - WR)  
77,Brandon Aiyuk (SF - WR)  
78,Rhamondre Stevenson (NE - RB)  
79,Adam Thielen (MIN - WR)  
80,Tony Pollard (DAL - RB)  
81,Hunter Renfrow (LV - WR)  
82,Miles Sanders (PHI - RB)  
83,Christian Kirk (JAC - WR)  
84,Tom Brady (TB - QB)  
85,Amari Cooper (CLE - WR)  
86,Trey Lance (SF - QB)  
87,Russell Wilson (DEN - QB)  
88,Chris Godwin (TB - WR)  
89,Darrell Henderson  (LAR - RB)  
90,Melvin Gordon III (DEN - RB)  
91,Cordarrelle Patterson (ATL - RB)  
92,DeVonta Smith (PHI - WR)  
93,Dawson Knox (BUF - TE)  
94,T.J. Hockenson (DET - TE)  
95,Dak Prescott (DAL - QB)  
96,Kareem Hunt (CLE - RB)  
97,Allen Lazard (GB - WR)  
98,Robert Woods (TEN - WR)  
99,Drake London (ATL - WR)  
100,Cole Kmet (CHI - TE)  
101,Michael Carter (NYJ - RB)  
102,Matthew Stafford (LAR - QB)  
103,Tyler Lockett (SEA - WR)  
104,James Cook (BUF - RB)  
105,Kadarius Toney (NYG - WR)  
106,Kirk Cousins (MIN - QB)  
107,DeAndre Hopkins (ARI - WR)  
108,Aaron Rodgers (GB - QB)  
109,Nyheim Hines (IND - RB)  
110,Zach Ertz (ARI - TE)  
111,Derek Carr (LV - QB)  
112,George Pickens (PIT - WR)  
113,Trevor Lawrence (JAC - QB)  
114,Chris Olave (NO - WR)  
115,Russell Gage (TB - WR)  
116,Kenneth Walker III (SEA - RB)  
117,David Njoku (CLE - TE)  
118,Pat Freiermuth (PIT - TE)  
119,Justin Fields (CHI - QB)  
120,Jamaal Williams (DET - RB)  
121,Alexander Mattison (MIN - RB)  
122,Jakobi Meyers (NE - WR)  
123,Khalil Herbert (CHI - RB)  
124,Rachaad White (TB - RB)  
125,Irv Smith  (MIN - TE)  
126,James Robinson (JAC - RB)  
127,Nico Collins (HOU - WR)  
128,Tua Tagovailoa (MIA - QB)  
129,Tyler Boyd (CIN - WR)  
130,Isaiah McKenzie (BUF - WR)  
131,Raheem Mostert (MIA - RB)  
132,Treylon Burks (TEN - WR)  
133,Chase Claypool (PIT - WR)  
134,Kenneth Gainwell (PHI - RB)  
135,Evan Engram (JAC - TE)  
136,Gerald Everett (LAC - TE)  
137,Buffalo Bills (BUF - DST)  
138,Austin Hooper (TEN - TE)  
139,Albert Okwuegbunam (DEN - TE)  
140,DeVante Parker (NE - WR)  
141,Jeff Wilson  (SF - RB)  
142,Matt Ryan (IND - QB)  
143,Daniel Jones (NYG - QB)  
144,Tyler Higbee (LAR - TE)  
145,Hunter Henry (NE - TE)  
146,Isiah Pacheco (KC - RB)  
147,San Francisco 49ers (SF - DST)  
148,J.D. McKissic (WAS - RB)  
149,Julio Jones (TB - WR)  
150,DJ Chark  (DET - WR)  
151,Joshua Palmer (LAC - WR)  
152,Tampa Bay Buccaneers (TB - DST)  
153,Marquez Valdes-Scantling (KC - WR)  
154,Rondale Moore (ARI - WR)  
155,Jarvis Landry (NO - WR)  
156,Jared Goff (DET - QB)  
157,Jameis Winston (NO - QB)  
158,Indianapolis Colts (IND - DST)  
159,Mo Alie-Cox (IND - TE)  
160,Ryan Tannehill (TEN - QB)  
161,Eno Benjamin (ARI - RB)  
162,Jahan Dotson (WAS - WR)  
163,Denver Broncos (DEN - DST)  
164,Tyler Allgeier (ATL - RB)  
165,Justin Tucker (BAL - K)  
166,K.J. Osborn (MIN - WR)  
167,Green Bay Packers (GB - DST)  
168,Romeo Doubs (GB - WR)  
169,Skyy Moore (KC - WR)  
170,Mac Jones (NE - QB)  
171,Los Angeles Rams (LAR - DST)  
172,Carson Wentz (WAS - QB)  
173,Los Angeles Chargers (LAC - DST)  
174,New England Patriots (NE - DST)  
175,Daniel Carlson (LV - K)  
176,Mike Gesicki (MIA - TE)  
177,New Orleans Saints (NO - DST)  
178,Wan'Dale Robinson (NYG - WR)  
179,Evan McPherson (CIN - K)  
180,Mark Ingram II (NO - RB)  
181,Baker Mayfield (CAR - QB)  
182,Tyler Bass (BUF - K)  
183,Kenny Golladay (NYG - WR)  
184,Boston Scott (PHI - RB)  
185,Matt Gay (LAR - K)  
186,Robbie Anderson (CAR - WR)  
187,Marcus Mariota (ATL - QB)  
188,Zamir White (LV - RB)  
189,Samaje Perine (CIN - RB)  
190,Garrett Wilson (NYJ - WR)  
191,Harrison Butker (KC - K)  
192,Corey Davis (NYJ - WR)  
193,Jalen Tolbert (DAL - WR)  
194,Davis Mills (HOU - QB)  
195,Noah Fant (SEA - TE)  
196,Parris Campbell (IND - WR)  
197,Kansas City Chiefs (KC - DST)  
198,Darrel Williams (ARI - RB)  
199,Alec Pierce (IND - WR)  
200,Robert Tonyan (GB - TE)  
201,D'Onta Foreman (CAR - RB)  
202,Mecole Hardman (KC - WR)  
203,Dontrell Hilliard (TEN - RB)  
204,Philadelphia Eagles (PHI - DST)  
205,Baltimore Ravens (BAL - DST)  
206,Jerick McKinnon (KC - RB)  
207,Ryan Succop (TB - K)  
208,Mike Davis (BAL - RB)  
209,Kendrick Bourne (NE - WR)  
210,Younghoe Koo (ATL - K)  
211,Matt Prater (ARI - K)  
212,KJ Hamler (DEN - WR)  
213,Dallas Cowboys (DAL - DST)  
214,Kenyan Drake (BAL - RB)  
215,Isaiah Likely (BAL - TE)  
216,D'Ernest Johnson (CLE - RB)  
217,Van Jefferson (LAR - WR)  
218,Michael Gallup (DAL - WR)  
219,Cincinnati Bengals (CIN - DST)  
220,Jason Sanders (MIA - K)  
221,Zay Jones (JAC - WR)  
222,Nick Folk (NE - K)  
223,Brandon McManus (DEN - K)  
224,Curtis Samuel (WAS - WR)  
225,Cameron Brate (TB - TE)  
226,Robbie Gould (SF - K)  
227,Cleveland Browns (CLE - DST)  
228,David Bell (CLE - WR)  
229,Brevin Jordan (HOU - TE)  
230,Hayden Hurst (CIN - TE)  
231,Brian Robinson  (WAS - RB)  
232,Dustin Hopkins (LAC - K)  
233,Marvin Jones  (JAC - WR)  
234,Jake Elliott (PHI - K)  
235,Rex Burkhead (HOU - RB)  
236,Rodrigo Blankenship (IND - K)  
237,Pittsburgh Steelers (PIT - DST)  
238,Minnesota Vikings (MIN - DST)  
239,Miami Dolphins (MIA - DST)  
240,Braxton Berrios (NYJ - WR)  
241,Jaylen Warren (PIT - RB)  
242,Tennessee Titans (TEN - DST)  
243,Zach Wilson (NYJ - QB)  
244,Donovan Peoples-Jones (CLE - WR)  
245,AJ Green (ARI - WR)  
246,Damien Williams (ATL - RB)  
247,Greg Joseph (MIN - K)  
248,Kyle Philips (TEN - WR)  
249,Logan Thomas (WAS - TE)  
250,Chris Boswell (PIT - K)  
251,Isaiah Spiller (LAC - RB)  
252,Ronald Jones II (KC - RB)  
253,Arizona Cardinals (ARI - DST)  
254,Christian Watson (GB - WR)  
255,Geno Smith (SEA - QB)  
256,Joshua Kelley (LAC - RB)  
257,Sammy Watkins (GB - WR)  
258,Myles Gaskin (MIA - RB)  
259,Byron Pringle (CHI - WR)  
260,Kene Nwangwu (MIN - RB)  
261,Jonnu Smith (NE - TE)  
262,Graham Gano (NYG - K)  
263,Mitch Trubisky (PIT - QB)  
264,New York Jets (NYJ - DST)  
265,Las Vegas Raiders (LV - DST)  
266,New York Giants (NYG - DST)  
267,Carolina Panthers (CAR - DST)  
268,Bryan Edwards (ATL - WR)  
269,Sterling Shepard (NYG - WR)  
270,Chicago Bears (CHI - DST)  
271,Jameson Williams (DET - WR)  
272,Wil Lutz (NO - K)  
273,Terrace Marshall  (CAR - WR)  
274,Jamison Crowder (BUF - WR)  
275,Randall Cobb (GB - WR)  
276,Deshaun Watson (CLE - QB)  
277,Danny Gray (SF - WR)  
278,Ameer Abdullah (LV - RB)  
279,Jalen Guyton (LAC - WR)  
280,Foster Moreau (LV - TE)  
281,Nelson Agholor (NE - WR)  
282,Tommy Tremble (CAR - TE)  
283,Brett Maher (DAL - K)  
284,Jacoby Brissett (CLE - QB)  
285,Greg Zuerlein (NYJ - K)  
286,Laviska Shenault  (CAR - WR)  
287,C.J. Uzomah (NYJ - TE)  
288,Washington Commanders (WAS - DST)  
289,Greg Dulcich (DEN - TE)  
290,Dan Arnold (JAC - TE)  
291,Jason Myers (SEA - K)  
292,Nick Westbrook-Ikhine (TEN - WR)  
293,Detroit Lions (DET - DST)  
294,Josh Reynolds (DET - WR)  
295,Joe Flacco (NYJ - QB)  
296,Kenny Pickett (PIT - QB)  
297,Houston Texans (HOU - DST)  
298,Mason Crosby (GB - K)  
299,Randy Bullock (TEN - K)  
300,Jacksonville Jaguars (JAC - DST)  
301,Atlanta Falcons (ATL - DST)  
302,Cairo Santos (CHI - K)  
303,Ka'imi Fairbairn (HOU - K)  
304,Seattle Seahawks (SEA - DST)  
305,Chase McLaughlin (FA - K)  
306,Josh Lambo (FA - K)  
307,Drew Lock (SEA - QB)  
308,Desmond Ridder (ATL - QB)  
309,Sam Darnold (CAR - QB)  
310,Teddy Bridgewater (MIA - QB)  
